Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
KENNEDI ,:,:,3,:,:,:,:,7,3,4,5,:,:,:,:,:,:,4,:,:
KENNEDIE ,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5
KENNEDY ,28,21,30,15,16,16,20,24,35,31,38,36,35,37,55,58,58,61,91,89
KENSA ,6,:,5,3,:,:,:,5,:,4,6,5,:,3,:,:,3,:,:,:
KENSEY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,6,:
KENSI ,11,9,15,8,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KENSIE ,:,:,:,3,3,:,:,4,:,:,:,:,5,:,:,:,:,:,:,:
KENYA ,7,9,9,7,10,11,12,21,18,17,22,16,13,17,16,22,22,25,16,16
KENYAH ,:,:,:,:,:,:,3,:,:,:,3,:,:,:,:,5,:,:,:,:
KENYA-ROSE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KENZA ,21,21,17,23,14,17,17,13,14,12,15,14,15,8,7,7,3,7,5,3
KENZI ,9,11,11,19,9,:,6,8,10,7,10,7,6,7,4,4,:,3,:,:
KENZIE ,35,19,36,29,28,34,29,37,66,65,82,56,50,24,17,14,18,4,3,10
KENZY ,:,4,:,3,6,:,:,6,:,:,:,:,:,:,:,:,:,:,:,:
KEONA ,:,7,8,4,6,6,7,7,10,5,11,6,4,6,:,3,:,:,:,:
KEONI ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
KERA ,:,:,:,:,4,3,8,5,5,7,8,4,9,5,6,4,7,:,4,4
KERALA ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KERAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6,:,3
KERBY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KEREECE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
KEREN ,9,11,9,10,8,19,19,18,20,23,17,18,16,19,12,10,15,12,15,16
KERENA ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,:,3,:,:
KERENSA ,3,4,:,:,5,3,:,6,4,:,4,5,3,6,7,4,3,:,6,14
KERENZA ,4,3,4,6,6,:,8,11,8,10,13,11,7,11,15,10,9,8,11,7
KERI ,:,:,:,:,:,3,4,10,10,7,10,11,6,22,14,20,31,31,36,37
KERIA ,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
KERI-ANN ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KERIANNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KERI-ANNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
KERIN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,4
KERINA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:
KERIS ,5,4,4,11,5,4,9,21,11,14,9,11,14,12,12,9,9,8,3,5
KERISHA ,:,:,:,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:
KERISS ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KERRA ,:,:,:,:,3,:,:,:,:,:,3,:,:,:,3,:,:,:,:,:
KERRI ,:,:,:,:,:,:,4,10,22,5,20,21,24,26,32,23,38,48,62,96
KERRIANN ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3
KERRI-ANN ,:,:,:,:,:,:,:,3,:,:,:,3,6,:,7,:,3,8,:,5
KERRIANNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7,5,:,4,:,4
KERRI-ANNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6,4,4
KERRIE ,:,:,:,4,:,6,7,11,10,8,13,9,24,22,23,34,40,35,56,73
KERRIE-ANN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
KERRIE-ANNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4,:
KERRIGAN ,:,:,:,:,:,:,:,:,:,3,4,:,:,:,3,:,:,:,4,:
KERRIN ,:,:,:,:,:,:,:,:,:,:,:,3,3,:,3,:,:,3,:,3
KERRIS ,:,3,4,6,:,8,8,10,9,17,20,8,23,10,14,19,14,12,9,9
KERRY ,7,6,4,12,10,13,21,32,70,38,71,91,86,108,111,126,153,198,291,333
KERRYANN ,:,:,:,:,:,:,:,:,5,:,:,5,3,3,:,3,3,4,3,3
KERRY-ANN ,3,4,:,:,:,:,3,4,4,5,5,6,3,3,7,8,6,8,9,9
KERRYANNE ,:,:,:,:,:,:,:,:,:,:,:,4,3,:,:,:,3,:,7,5
KERRY-ANNE ,:,:,3,:,:,:,3,:,:,4,3,6,6,:,:,3,8,8,9,18
KERRY-LEE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KERRY-LEIGH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KERRY-LOUISE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KERRYN ,:,:,:,3,4,:,:,:,:,3,:,3,3,3,6,3,5,:,6,18
KERSHA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,4,3
KERSTIN ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,6,:,6
KERYN ,:,:,:,:,3,3,3,:,:,6,7,:,7,4,9,4,:,4,3,3
KERYS ,3,5,8,5,9,4,13,23,12,7,10,19,26,19,31,28,17,16,8,8
KES ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,6,5,4,:
KESAR ,3,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KESHA ,4,4,4,5,7,12,:,3,:,3,4,3,:,:,:,3,:,3,3,:
KESHAVI ,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KESHET ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KESHIA ,:,:,:,:,:,:,:,:,:,:,:,:,:,5,:,:,3,:,7,8
KESHIKA ,3,:,3,:,:,3,:,:,3,:,:,:,:,:,:,:,3,:,:,:
KESHINI ,:,:,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KESHNI ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
KESHVI ,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:
KESIA ,:,3,4,:,3,7,5,5,5,8,6,7,11,13,9,3,10,9,5,4
KESSIA ,:,:,:,:,3,4,:,3,:,3,:,3,:,:,4,:,:,:,:,:
KESSIE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KESTRA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KETIA ,:,:,:,:,:,:,4,4,3,:,3,:,:,:,:,:,:,:,:,:
KETIJA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KETRIN ,5,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KETSIA ,:,:,6,:,3,9,3,7,9,11,6,14,6,4,10,6,4,5,3,:
KETURAH ,5,7,:,6,6,3,4,6,9,3,:,:,3,:,3,3,8,4,:,4
KETZIAH ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
KEVA ,:,:,:,3,4,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
KEVINA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KEVSER ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6,:,:
KEXIN ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KEYA ,9,10,21,21,22,15,24,19,21,16,18,10,19,19,15,7,7,4,3,4
KEYAH ,:,:,:,3,:,:,:,:,4,:,:,:,:,3,:,:,:,:,:,:
KEYANA ,:,:,:,6,:,:,:,:,3,:,4,:,:,:,4,:,:,:,:,:
KEYANNA ,:,5,:,4,:,3,4,4,:,7,4,:,:,:,4,:,:,:,:,:
KEYARA ,:,4,:,:,3,5,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KEYARNA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:
KEYLA ,6,5,4,:,:,7,6,4,3,:,:,:,:,:,:,:,:,:,:,:
KEYLEE ,:,:,:,:,:,4,:,5,:,:,:,:,:,:,:,:,:,:,:,3
KEYLEIGH ,:,:,:,3,:,:,5,:,3,6,5,6,6,6,9,7,8,14,8,11
KEYLEY ,:,:,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
KEYONTE ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KEYRA ,:,:,:,4,3,3,:,3,:,3,3,:,:,:,:,:,:,:,:,:
KEYSHA ,4,:,:,:,4,:,5,:,5,3,:,:,:,:,:,:,:,:,:,3
KEYSHIA ,:,:,:,5,:,6,5,3,3,:,:,:,:,:,:,:,:,:,:,:
KEZI ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KEZIA ,28,25,24,41,33,36,62,49,60,41,44,41,42,62,43,37,54,63,44,42
KEZIAH ,56,50,41,41,55,47,61,62,63,69,48,51,57,54,60,47,43,40,43,37
KEZZIA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6,:,:,:
KHADEEJA ,20,25,40,38,40,41,27,35,27,21,15,8,14,11,8,9,15,15,8,8
KHADEEJAH ,39,34,51,28,34,21,27,23,18,21,12,20,18,20,17,13,9,9,7,7
KHADEJA ,4,8,5,5,:,5,3,3,4,:,9,4,5,9,3,5,3,9,7,6
KHADEJAH ,:,3,:,:,:,:,4,3,3,:,:,:,:,:,:,:,:,:,:,:
KHADEJIA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
KHADEZA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
KHADIDJA ,3,4,:,4,:,4,3,:,:,3,5,3,:,:,:,:,:,:,:,:
KHADIGA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KHADIIJA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHADIJA ,294,284,249,273,226,204,194,213,168,143,173,149,134,100,105,100,81,72,58,46
KHADIJAH ,267,246,247,249,212,181,166,154,126,147,127,102,109,91,83,74,68,38,44,35
KHADIJAT ,:,4,:,:,3,3,:,5,:,:,:,3,:,:,:,:,:,4,3,3
KHADIJHA ,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHADIJO ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KHADIZA ,5,3,3,7,4,5,6,8,10,11,7,12,16,8,5,6,9,10,7,6
KHADIZAH ,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHADRA ,3,4,5,3,4,3,3,:,5,9,:,3,:,3,4,3,:,4,:,:
KHAILA ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KHAIRA ,14,7,16,6,4,8,5,6,6,:,7,:,:,:,:,:,:,:,:,:
KHAIRAH ,:,7,6,3,3,3,3,:,6,4,3,:,3,:,3,:,:,:,:,:
KHAIRUN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
KHALEDA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4
KHALEEQA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
KHALEESAH ,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:
KHALEESI ,68,53,50,21,9,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHALI ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHALIA ,3,:,3,3,7,4,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KHALIDA ,:,:,:,3,:,:,:,:,:,3,3,:,3,:,5,:,:,:,3,:
KHALIDAH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
KHALILA ,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:
KHALILAH ,:,3,6,4,:,:,:,:,:,:,:,4,:,:,:,3,:,:,:,:
KHALISA ,9,3,5,3,5,5,3,7,:,:,4,6,3,6,:,:,:,:,:,:
KHALISAH ,:,7,6,6,4,9,5,8,4,8,6,13,6,8,9,11,5,:,3,:
KHALISHA ,:,:,:,:,:,:,:,:,:,3,:,3,:,:,4,:,:,:,:,:
KHALIYA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KHALIYAH ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHANSA ,5,3,3,4,5,6,3,3,9,9,9,10,8,10,7,7,5,5,6,3
KHANSAA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KHANYA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KHANYISILE ,:,:,:,:,:,:,3,3,3,:,:,:,:,:,:,:,:,:,:,:
KHARA ,:,:,:,3,:,:,:,3,:,:,:,:,:,4,:,:,3,:,:,:
KHARIS ,3,:,11,:,:,5,:,3,4,3,:,:,4,3,4,5,:,13,:,:
KHATIJA ,4,3,:,8,6,9,4,4,4,5,10,5,3,:,3,:,7,10,9,5
KHATIJAH ,3,:,:,:,:,3,:,3,:,:,:,:,:,:,:,3,3,:,:,:
KHAULAH ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHAWLA ,3,7,:,3,3,6,:,6,:,3,:,:,3,3,5,:,:,:,3,:
KHAWLAH ,8,7,5,5,3,3,3,:,:,5,:,:,4,:,:,:,:,:,:,:
KHAYA ,:,5,:,:,3,:,:,:,3,:,:,:,3,3,:,3,:,3,:,:
KHAYLA ,:,:,:,:,3,3,:,:,:,:,:,4,:,:,:,:,:,:,:,:
KHAYRA ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHAYRAH ,6,3,3,3,:,5,:,5,:,:,:,:,:,:,:,:,:,:,:,:
KHAZEEMA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
KHEA ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
KHEIRA ,3,:,:,4,:,:,:,:,:,:,:,4,:,:,3,:,:,:,:,:
KHIA ,:,:,:,5,6,4,6,9,13,18,42,21,15,:,3,6,3,4,6,4
KHIAH ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHIANA ,3,3,:,4,3,5,:,4,4,:,4,:,:,:,:,:,:,:,:,:
KHIANNA ,4,:,4,3,4,3,:,5,6,5,:,:,:,:,:,:,:,:,:,:
KHIARA ,:,3,:,:,5,:,7,5,:,6,3,:,:,:,:,:,:,:,:,:
KHIRA ,:,:,:,:,:,3,3,:,:,6,4,:,:,:,3,3,:,:,:,:
KHIRAD ,4,4,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHIVI ,5,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHIYA ,:,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:
KHIZRA ,3,:,:,:,:,:,:,:,4,3,:,3,:,:,:,:,3,:,3,:
KHLOE ,101,106,116,120,129,83,31,10,9,12,3,4,9,9,12,8,16,13,15,14
KHLOEY ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KHOLA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHOURTNEY ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHRISHA ,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHULAN ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KHULUD ,:,:,:,:,:,3,:,4,3,:,:,:,:,:,:,:,:,:,:,:
KHUSBU ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,5,:,:,:,:,:
KHUSHALI ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:,3,3
KHUSHBOO ,:,:,:,:,:,:,:,:,3,:,3,:,:,3,3,3,:,:,:,3
KHUSHBU ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KHUSHI ,22,26,41,39,39,38,32,47,29,42,45,58,44,19,7,:,:,:,:,:
KHUSHPREET ,:,:,:,5,5,:,:,:,3,:,4,:,3,:,:,:,:,:,:,:
KHUSI ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KHWAISH ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KHYA ,:,:,:,:,:,:,:,3,:,3,3,:,:,:,:,3,:,:,:,:
KHYANNA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KHYATI ,:,:,3,:,3,3,:,:,:,4,:,:,:,:,:,:,4,:,:,:
KHYLA ,:,4,:,:,3,5,3,4,:,3,:,:,:,:,:,:,:,:,:,:
KHYRA ,:,:,3,:,3,19,12,9,3,:,5,:,:,:,3,:,:,:,:,:
KIA ,6,13,15,31,37,51,55,63,75,96,102,88,106,119,147,130,121,67,81,48
KIAH ,9,14,11,10,14,23,20,27,41,29,46,41,46,48,45,50,43,35,48,40
KIAHNA ,:,:,:,:,5,:,5,5,:,3,:,:,:,:,:,:,:,:,:,:
KIA-LEIGH ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIA-LOUISE ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
KIA-MAI ,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIA-MARIE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KIAN ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3
KIANA ,44,61,46,38,38,44,52,38,69,55,36,38,49,43,28,25,22,20,19,15
KIANAH ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KIANI ,4,:,:,:,:,:,:,3,:,:,:,:,:,5,:,:,3,:,:,:
KIANNA ,13,20,40,40,38,37,36,36,21,28,23,27,17,15,28,14,14,5,7,6
KIANNAH ,:,:,5,:,:,6,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KIANNE ,:,:,3,3,:,:,:,3,3,3,3,:,3,5,6,3,3,:,:,:
KIARA ,116,138,111,130,134,131,116,126,123,126,116,102,88,84,87,105,84,24,20,25
KIARAH ,5,:,7,4,10,6,3,3,3,4,3,3,5,:,6,:,:,:,:,:
KIARA-LEIGH ,4,5,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KIARA-MAY ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIARNA ,3,7,6,11,8,12,4,11,5,5,8,:,9,4,3,4,8,5,:,3
KIA-ROSE ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIARRA ,3,:,3,3,4,5,:,5,:,3,7,4,3,:,4,:,:,:,:,:
KIARRAH ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIAYA ,4,:,:,:,3,4,4,5,:,5,8,7,10,12,16,6,7,11,9,11
KIDA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIEANA ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:,:
KIEANNA ,:,:,:,:,:,5,4,:,:,:,:,:,3,:,:,:,:,3,:,:
KIEARA ,:,:,4,3,6,:,3,:,:,:,:,:,:,:,:,3,:,:,:,:
KIEARNA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KIEGAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KIELA ,:,:,:,:,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:
KIENNA ,:,:,:,:,4,5,4,5,3,:,:,:,:,:,:,:,:,:,:,:
KIER ,:,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,3,:,:
KIERA ,123,123,160,178,227,275,350,366,455,518,588,574,410,382,375,391,334,307,252,221
KIERAH ,:,:,:,3,3,3,3,5,3,6,:,4,3,4,5,3,:,3,3,:
KIERA-LEIGH ,3,4,5,3,7,4,9,5,4,7,10,7,4,3,:,:,:,3,:,:
KIERA-LOUISE ,:,:,:,5,:,:,3,5,4,4,:,:,:,:,:,:,:,:,:,:
KIERA-MAE ,:,5,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIERA-MAY ,:,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIERAN ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,4,3,3,11,3
KIERA-ROSE ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIERAT ,:,:,:,:,:,:,:,3,3,3,:,:,:,:,:,:,:,:,:,:
KIERRA ,6,4,6,3,5,9,11,9,6,4,10,10,5,4,6,8,6,6,7,7
KIERSTEN ,:,:,:,3,:,:,:,3,:,6,3,5,:,:,:,:,:,:,:,:
KIESHA ,4,:,:,:,4,5,14,11,17,9,10,16,8,9,8,10,9,5,9,5
KIKA ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,:,:,:,:
KIKELOMO ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIKI ,25,45,57,26,33,41,37,39,39,28,28,14,9,7,:,4,5,5,:,:
KILA ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KIM ,14,19,7,6,8,14,13,16,14,16,18,25,22,29,38,25,39,48,72,87
KIMAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KIMANI ,3,:,:,:,:,:,3,3,:,:,:,:,:,:,5,:,:,:,:,:
KIMARA ,:,3,:,5,:,3,5,:,:,:,:,:,:,:,:,:,:,:,:,:
KIMAYA ,10,6,9,7,9,9,4,10,6,:,:,5,:,:,:,:,:,:,:,:
KIMBERLEE ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,3,3,3
KIMBERLEIGH ,:,:,:,:,:,:,3,3,:,3,:,3,:,:,:,3,3,5,3,5
KIMBERLEY ,53,75,90,98,95,119,144,155,151,205,184,209,308,264,301,306,360,442,551,799
KIMBERLEY-JO ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
KIMBERLIE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
KIMBERLY ,37,46,58,46,52,53,48,51,49,51,57,53,71,61,67,46,56,75,77,117
KIMI ,5,4,10,3,4,13,5,11,9,12,16,15,4,5,:,:,:,:,:,4
KIMIA ,4,5,3,3,3,3,7,:,:,5,:,:,4,3,5,3,3,3,3,4
KIMIKO ,:,:,:,5,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIMIYA ,:,4,5,3,:,3,4,3,:,:,3,:,:,:,:,:,:,:,3,:
KIMMI ,:,:,:,:,:,:,:,4,:,3,:,:,:,:,:,:,:,:,:,:
KIMMY ,5,:,6,3,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
KIMORA ,10,8,18,11,25,28,38,26,3,5,:,:,:,:,3,:,:,:,:,:
KIMORA-LEE ,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:
KIMRAN ,9,5,12,7,8,13,11,4,14,11,19,14,12,9,7,11,6,9,7,3
KINCSO ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINDA ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
KINGA ,26,21,34,23,27,32,48,38,22,13,11,3,3,:,:,:,:,:,:,:
KINJAL ,3,:,:,:,3,4,4,:,:,:,:,:,:,:,:,:,:,:,3,3
KINLEY ,:,4,5,4,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINNARI ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINSEY ,4,3,:,:,:,:,3,:,3,:,:,:,3,:,3,:,:,:,:,:
KINVARA ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
KINZA ,20,26,22,14,20,14,16,14,13,9,16,13,9,7,9,8,8,7,9,11
KINZAH ,:,:,:,:,:,3,3,:,:,:,:,3,:,3,:,:,:,3,:,:
KIOMI ,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
KIONA ,:,:,:,:,3,:,4,6,4,3,5,:,6,3,5,3,:,3,3,:
KIONI ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KIRA ,78,104,93,90,106,134,126,151,165,195,228,263,324,315,323,337,329,292,289,181
KIRAH ,5,:,:,4,5,3,4,3,3,7,:,:,:,7,7,:,4,:,5,:
KIRA-LEIGH ,:,3,:,:,3,5,3,:,:,:,:,:,:,4,:,:,:,:,:,:
KIRAN ,18,28,26,22,27,33,42,57,51,60,72,75,87,71,92,91,109,124,129,130
KIRANA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRANDEEP ,3,:,:,:,7,:,9,8,6,9,11,9,9,15,16,15,19,25,23,29
KIRANDIP ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
KIRA-NERYS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,3,:
KIRANJEET ,:,:,:,:,4,:,:,:,:,:,:,:,5,:,:,4,4,:,6,3
KIRANJIT ,:,:,:,:,:,:,:,:,3,:,3,4,:,:,3,5,3,8,7,6
KIRANJOT ,:,:,3,3,:,:,:,:,3,:,:,:,:,:,3,:,:,:,:,:
KIRANPREET ,:,:,:,:,4,:,:,:,4,:,6,:,:,5,4,3,3,7,3,10
KIRANVEER ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KIRA-ROSE ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRAT ,7,5,4,6,3,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:
KIRBIE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,7,11
KIRBY ,:,:,3,:,3,4,4,3,4,3,3,3,3,4,7,7,15,22,44,100
KIREN ,:,:,:,:,:,3,:,6,:,5,5,6,6,4,10,7,:,10,11,9
KIRENDEEP ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KIRI ,:,7,9,:,12,13,11,9,15,12,10,15,18,11,12,18,8,13,27,23
KIRIN ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,4,:
KIRIT ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KIRPA ,3,5,3,8,:,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRRA ,:,:,3,:,:,3,3,4,:,3,6,4,5,4,6,7,:,7,7,3
KIRRAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5,:,3
