Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
CARL-JAMES ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARL-JUNIOR ,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARLO ,27,25,24,24,20,24,23,29,28,23,30,24,29,24,26,21,19,21,17,19
CARLOS ,43,41,47,49,58,45,63,50,61,65,56,54,65,46,49,28,50,42,33,37
CARLSON ,:,:,3,:,:,:,:,:,6,:,:,:,:,:,:,:,:,:,:,:
CARLTON ,6,21,15,27,19,25,28,22,15,9,15,14,14,8,17,12,19,25,30,40
CARLYLE ,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CARMELO ,4,:,8,:,:,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:
CARMINE ,:,:,3,:,3,:,:,3,:,4,3,:,:,:,:,:,:,:,3,4
CARN ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,3,:,:
CARNELL ,:,:,:,:,:,3,:,:,3,:,3,:,:,:,:,:,:,:,:,:
CARNEY ,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CAROL ,7,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARON ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:
CARRICK ,7,:,14,9,3,6,10,14,18,11,9,10,12,9,13,6,5,10,5,6
CARRINGTON ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
CARSEN ,7,7,4,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARSON ,114,111,83,115,84,70,59,51,47,35,25,19,6,13,9,11,4,7,4,4
CARSON-JAMES ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARSON-LEE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARSTEN ,:,:,:,3,5,3,:,:,:,:,:,5,:,:,:,:,:,:,:,:
CARTEL ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
CARTER ,689,530,463,461,274,188,228,168,174,142,117,94,91,106,75,47,42,35,40,20
CARTER-JAE ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARTER-JAMES ,16,6,7,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARTER-JAY ,:,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARTER-LEE ,7,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARTIER ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CARVELL ,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CARVER ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
CARWYN ,20,19,21,19,30,22,24,19,22,26,29,24,:,28,21,25,32,:,26,40
CARY ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,4,:,4,6
CAS ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
CASEN ,3,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASEY ,196,166,195,182,182,173,153,163,128,139,146,169,144,145,160,166,133,96,105,131
CASEY-JAMES ,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASEY-JAY ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASH ,14,13,15,16,11,15,17,8,9,4,:,:,:,:,:,:,3,:,:,:
CASHEL ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4
CASIAN ,8,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASIM ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
CASIMIR ,3,:,:,:,:,3,6,4,:,:,:,:,:,:,:,:,:,:,3,:
CASON ,7,9,12,6,5,7,:,5,3,:,:,:,:,:,:,:,:,:,:,:
CASPAR ,47,61,55,58,63,46,60,48,56,52,57,38,33,25,28,15,20,7,15,12
CASPER ,174,180,160,127,104,112,94,98,66,63,33,39,31,18,13,9,16,8,6,4
CASPIAN ,38,36,30,26,19,16,17,11,5,10,5,7,11,5,6,4,:,10,6,3
CASS ,8,6,:,8,10,3,15,4,4,7,:,:,:,:,6,:,:,:,:,:
CASSIAN ,17,15,19,19,22,12,12,11,15,11,11,5,3,6,6,:,7,:,:,5
CASSIDY ,7,4,7,8,4,18,12,13,15,9,10,10,13,6,3,4,3,4,3,6
CASSIEL ,:,5,5,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASSIEN ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CASSIUS ,85,107,112,98,82,74,72,57,43,49,40,31,19,25,23,13,20,10,8,9
CASTIEL ,20,22,13,17,14,11,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CASTOR ,:,4,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
CASTRO ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CATALIN ,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CATHAL ,:,5,3,4,4,3,4,5,6,3,9,11,7,5,:,7,11,14,19,4
CATHAN ,:,:,:,:,:,:,:,3,:,:,3,4,:,:,5,3,:,5,:,:
CATO ,3,:,5,:,:,:,:,:,:,3,:,:,:,:,3,:,:,:,:,:
CAUA ,:,:,:,:,:,4,:,3,:,:,:,:,:,:,:,:,:,:,:,:
CAULEY ,5,:,:,:,:,3,4,3,:,:,3,6,:,:,:,:,:,:,:,:
CAVALLI ,7,10,4,8,4,9,4,11,10,10,3,6,:,:,:,:,:,:,:,:
CAVAN ,11,12,14,12,16,12,24,26,32,28,30,26,26,40,51,50,52,55,39,16
CAVANI ,3,4,7,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CAVELL ,5,:,3,3,5,4,4,5,3,4,3,8,:,:,5,:,:,:,:,:
CAVEN ,:,:,:,3,:,:,7,3,4,:,3,5,:,:,:,3,3,3,:,:
CAWLEY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
CAYAN ,:,:,4,:,:,:,:,:,:,:,3,:,3,:,3,:,:,:,:,:
CAYCE ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
CAYDAN ,:,:,3,3,6,4,7,5,4,3,4,:,:,:,:,:,:,:,:,:
CAYDE ,5,:,:,3,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
CAYDEN ,87,83,106,177,206,181,190,165,110,91,63,33,9,4,8,3,:,:,:,:
CAYDEN-JAMES ,:,:,:,5,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CAYDEN-JAY ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CAYDEN-LEE ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
CAYDN ,:,:,:,:,6,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CAYDON ,5,3,5,9,:,5,12,9,5,7,4,5,:,:,:,:,:,:,:,:
CAYLAN ,:,3,4,8,6,3,3,4,6,8,4,3,5,:,:,3,:,:,:,:
CAYLE ,:,:,:,:,3,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:
CAYLEB ,4,5,11,8,10,6,3,6,:,:,:,:,:,:,:,:,:,:,:,:
CAYLEM ,:,:,:,:,:,:,8,3,3,:,4,:,:,4,:,:,:,:,7,4
CAYLEN ,5,5,3,5,6,3,:,3,5,:,3,:,:,:,:,:,:,:,:,:
CAYLON ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
CAYLUM ,5,3,:,4,4,6,4,12,9,3,4,3,3,7,:,:,:,4,9,4
CAYMAN ,:,3,:,:,:,:,:,:,:,:,4,:,3,:,:,:,4,4,:,:
CAYNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:,3
CAYO ,:,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:
CAYSON ,36,25,14,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
CEBRAIL ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CECIL ,6,5,3,:,3,4,8,:,3,:,4,:,:,:,:,6,5,:,:,4
CEDAR ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CEDRI ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CEDRIC ,14,10,11,7,7,7,11,6,4,7,7,6,5,4,3,4,4,5,4,6
CEDRICK ,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CEE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
CEEJAY ,8,13,9,9,17,12,5,6,7,10,10,9,7,:,5,:,8,5,6,:
CEE-JAY ,:,:,:,8,:,3,:,:,:,4,:,:,:,:,:,4,:,:,:,:
CEI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
CEIAN ,:,:,:,:,3,:,:,4,:,3,3,:,:,:,:,:,:,:,:,:
CEIRAN ,:,:,:,3,:,3,:,6,6,4,7,6,5,:,:,3,4,7,6,7
CEIRION ,3,:,3,:,:,:,:,4,:,3,:,:,:,:,:,:,4,3,:,:
CEIRON ,:,:,:,3,3,4,:,:,:,3,:,4,:,:,6,:,:,3,3,5
CEJAY ,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
CELAL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
CELLAN ,3,4,:,9,5,3,4,5,6,4,6,:,4,3,6,9,5,8,3,5
CELT ,8,8,5,9,8,6,5,6,4,5,5,4,4,3,:,:,:,4,:,:
CELTON ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
CELVIN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
CELYN ,8,7,7,8,3,7,6,:,3,5,6,:,3,:,:,:,5,:,4,3
CEM ,13,7,7,7,15,8,13,20,21,13,22,22,21,14,17,14,12,25,25,18
CEMAL ,3,4,6,:,3,:,:,:,4,4,5,4,6,:,:,:,3,:,7,:
CEMLYN ,3,:,:,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:
CENGIZ ,:,:,:,:,:,:,4,3,:,:,:,:,:,4,3,3,3,:,:,:
CENGIZHAN ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,3,:,:
CENK ,:,:,:,:,:,:,:,:,:,:,5,:,3,:,:,3,4,4,:,4
CEPHAS ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CERI ,:,:,:,3,:,3,:,6,4,7,8,8,3,7,6,6,10,6,18,12
CERITH ,:,:,:,:,:,:,:,3,3,:,:,3,:,:,3,6,3,:,:,3
CESAR ,3,6,:,4,3,6,8,3,4,5,3,:,:,:,:,:,3,:,:,:
CESARE ,4,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
CESUR ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CETIN ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CEYHAN ,:,:,:,:,:,:,:,4,4,:,:,:,:,:,3,:,:,3,3,:
CEYHUN ,:,:,:,:,:,:,:,:,:,:,:,:,:,4,4,:,:,:,:,4
CEZAR ,13,6,4,4,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CEZARY ,10,14,11,9,8,6,9,4,3,:,:,:,:,:,:,:,:,:,:,:
CHACE ,31,39,29,45,25,39,27,13,13,6,5,:,:,:,:,4,:,4,3,7
CHAD ,24,21,19,19,28,25,26,30,22,44,60,68,75,72,82,71,83,93,110,115
CHADD ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3,:,4,7
CHADLEY ,:,4,:,:,:,:,:,:,:,:,:,4,:,:,3,:,3,:,4,4
CHADWICK ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
CHAE ,4,:,4,:,3,:,3,:,:,:,4,8,7,4,6,5,6,5,6,4
CHAEL ,4,3,7,6,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHAI ,:,:,:,:,3,:,6,3,3,4,3,:,:,:,:,3,:,4,3,:
CHAICE ,:,:,3,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHAIM ,26,28,32,28,32,38,21,22,31,25,25,16,21,16,21,11,12,20,13,22
CHAISE ,13,13,6,8,12,5,4,:,:,:,3,:,:,:,:,:,:,3,:,:
CHAITANYA ,:,:,6,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CHAKOTAY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:
CHALLIS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
CHAN ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8,3
CHANAN ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHANCE ,24,25,13,18,11,18,14,10,11,7,11,11,13,10,12,9,17,8,16,13
CHAND ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,5
CHANDAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,6,4,:,:,:
CHANDLER ,:,4,:,7,3,:,5,3,9,10,9,11,21,26,35,52,58,69,56,37
CHANDON ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,10,:,:,:
CHANDRESH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
CHANG ,:,:,:,3,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
CHANIEL ,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
CHANNING ,11,9,9,8,7,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CHANSE ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARALAMBOS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,4,:,7
CHARAN ,3,:,4,4,:,:,:,4,:,5,3,3,:,5,:,:,3,:,:,:
CHARBEL ,:,:,:,:,:,:,3,:,5,5,:,:,:,3,:,:,:,6,:,:
CHARL ,:,:,:,:,:,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:
CHARLEE ,5,6,12,22,17,12,8,11,10,10,8,7,4,6,4,9,7,5,5,6
CHARLES ,985,1037,1029,1088,1090,1152,1225,1346,1454,1443,1372,1440,1302,1309,1290,1530,1667,1868,1762,1738
CHARLES-JUNIOR ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLEY ,33,66,66,98,85,99,102,93,98,107,98,84,59,55,69,77,82,106,101,95
CHARLI ,:,4,:,3,:,3,4,:,8,4,3,:,:,3,:,:,:,:,:,:
CHARLIE ,4831,4642,5039,5571,5516,5410,5409,5291,5194,4734,4033,3666,2936,2585,2250,2355,2350,2401,2161,1912
CHARLIE-CRAIG ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLIE-DEAN ,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLIE-GEORGE ,7,6,5,5,6,:,4,3,6,3,3,:,:,:,:,3,3,4,3,:
CHARLIE-J ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLIE-JACK ,6,4,3,7,:,4,:,3,3,5,:,:,3,:,:,:,:,:,:,:
CHARLIE-JAMES ,16,22,22,24,19,8,8,4,:,3,4,:,3,:,:,3,:,:,:,:
CHARLIE-JAY ,15,11,9,7,10,7,8,:,7,:,3,:,:,:,:,:,:,:,:,:
CHARLIE-JOE ,4,:,7,5,7,6,3,3,3,:,3,:,:,:,:,:,:,:,:,:
CHARLIE-JOHN ,3,:,5,6,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLIE-JUNIOR ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLIE-LEE ,4,:,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHARLIE-RAY ,5,12,6,5,5,3,6,4,8,3,4,:,:,:,:,:,:,:,:,:
CHARLTON ,9,3,3,5,9,5,6,7,4,5,11,9,6,5,7,11,10,12,18,15
CHARLY ,6,5,5,9,9,8,7,7,8,6,17,5,9,6,5,7,6,13,6,11
CHAS ,:,:,:,:,:,:,:,3,:,:,:,:,5,:,:,3,:,5,4,8
CHASE ,257,263,270,246,206,153,144,94,79,52,46,23,33,19,23,17,17,22,27,17
CHASEY ,:,:,:,:,:,:,4,:,3,:,:,:,:,:,:,:,:,:,:,:
CHASKA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
CHAUDHARY ,:,3,:,4,3,:,:,3,:,:,:,:,:,3,:,:,3,:,:,5
CHAUDHRY ,3,:,:,5,:,:,3,:,3,4,:,4,:,3,4,3,5,4,3,:
CHAUDRY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
CHAUNCEY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
CHAVEZ ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
CHAY ,11,4,8,5,15,10,10,18,17,23,19,17,26,23,29,32,38,44,54,39
CHAYCE ,8,12,14,17,11,10,7,:,5,:,:,:,:,:,:,:,:,:,:,:
CHAYDEN ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHAYIM ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
CHAYSE ,12,18,15,13,8,14,10,7,7,4,6,4,:,3,:,:,:,:,:,:
CHAYTON ,7,6,3,5,:,4,:,4,:,:,:,:,3,:,:,:,:,:,:,:
CHAZ ,:,3,:,:,:,4,:,3,:,3,:,4,8,3,6,4,:,4,4,4
CHE ,31,21,21,26,48,40,57,48,46,52,50,37,37,42,40,29,29,35,24,24
CHEICK ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHEIKH ,4,4,:,:,:,:,4,:,:,:,:,4,:,3,:,:,:,:,:,:
CHEN ,3,3,5,9,10,8,7,9,10,5,4,:,:,:,:,:,:,:,:,:
CHENG ,5,6,8,6,7,3,9,6,7,5,3,:,:,:,:,:,:,:,:,:
CHERNO ,:,3,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CHESKEL ,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHESKY ,4,3,4,:,4,4,:,:,:,:,:,:,4,:,:,:,:,:,:,:
CHESNEY ,:,:,:,4,4,:,:,4,3,3,13,8,:,:,:,:,3,3,:,:
CHESTER ,247,116,61,74,59,63,67,64,42,31,26,17,24,19,21,26,29,28,32,24
CHET ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
CHETAN ,:,:,7,3,:,3,:,:,5,:,:,:,4,:,:,4,9,9,6,7
CHEUK ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
CHEY ,:,:,:,4,:,:,:,3,:,8,:,4,:,5,7,:,5,9,:,4
CHEYENNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,4,3
CHEZNEY ,:,:,:,:,:,:,:,:,:,:,3,4,:,:,:,:,:,:,:,3
CHI ,3,7,5,7,7,3,5,:,6,3,6,7,12,13,6,12,10,11,12,14
CHIAGOZIEM ,3,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CHIBUEZE ,4,:,:,3,4,3,4,:,4,6,:,:,4,:,:,:,:,:,:,:
CHIBUIKE ,:,:,:,:,5,4,:,4,4,:,:,:,:,5,:,4,:,:,:,:
CHIBUIKEM ,3,3,3,4,7,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:
CHIBUZO ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHICO ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIDERA ,8,3,9,4,:,8,3,6,:,3,4,:,:,3,:,:,:,:,:,:
CHIDI ,5,:,3,:,:,:,5,3,:,3,3,:,:,3,:,:,5,3,3,:
CHIDIEBERE ,:,:,:,3,3,:,3,:,3,:,3,:,:,:,:,:,:,:,:,:
CHIDIEBUBE ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIDINDU ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIDOZIE ,:,:,:,:,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:
CHIDUBEM ,6,9,7,12,7,9,:,8,4,3,:,5,4,:,:,4,:,:,:,:
CHIEDOZIE ,:,:,:,:,4,:,4,:,:,:,3,:,:,:,:,:,:,:,:,:
CHIEF ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CHIEMEKA ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIEMENA ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
CHIGOZIE ,3,:,:,4,4,3,4,3,:,:,3,3,3,:,6,:,:,:,3,:
CHIGOZIRIM ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIJIOKE ,:,:,3,:,:,:,:,7,3,:,:,:,:,:,:,:,:,:,:,:
CHIKA ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIKAMSO ,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIKE ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,3,:,:,:,5
CHIKEZIE ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CHILLI ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:
CHIMA ,:,:,:,:,3,:,:,3,3,4,5,3,3,:,:,:,:,:,:,:
CHIMAOBI ,:,3,:,:,:,3,5,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIMAOBIM ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIME ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIMNEDUM ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
CHINEDU ,5,3,3,5,12,6,6,7,9,5,:,4,8,5,:,3,:,:,:,:
CHINEDUM ,:,:,3,:,4,:,3,6,3,4,:,3,:,:,:,3,3,:,:,:
CHINEMELUM ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHINO ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
CHINOMSO ,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:
CHINONSO ,4,5,8,:,9,3,4,4,:,5,:,4,3,:,:,:,:,:,:,:
CHINUA ,:,3,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
CHINUALUMOGU ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHIRAAG ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,3
CHIRAG ,:,:,:,3,3,:,4,:,4,5,3,3,6,7,4,7,12,7,11,11
CHIRON ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
CHISOM ,3,7,6,5,6,4,3,5,:,3,5,:,:,:,:,:,:,:,:,:
CHOUDARY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
CHOUDHARY ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
CHOUDHRY ,:,:,:,:,:,:,:,5,:,:,3,:,:,3,3,:,:,:,:,:
CHOUDHURY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
CHOWDHURY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
CHRIS ,40,31,49,43,47,35,47,44,47,42,43,44,31,22,19,22,22,15,14,17
CHRIS-JUNIOR ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
CHRIST ,:,:,:,:,3,:,:,3,:,:,5,5,:,3,:,:,:,4,3,:
CHRISTAKIS ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
CHRISTAN ,:,:,4,:,3,4,3,3,3,4,:,:,3,5,4,:,:,3,:,:
CHRISTEN ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
CHRISTIAAN ,3,4,:,3,7,10,:,5,:,5,4,4,3,:,3,4,:,:,3,:
CHRISTIAN ,265,248,239,237,257,312,336,373,436,402,476,423,399,419,402,448,478,575,562,627
CHRISTIANO ,5,:,4,6,5,5,6,8,9,9,6,8,:,:,:,:,:,:,:,:
CHRISTIE ,:,:,:,:,3,:,:,:,4,3,3,8,4,5,4,10,6,:,8,11
CHRISTIEN ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,3
CHRISTO ,:,:,3,4,12,5,4,11,6,7,:,3,3,:,:,:,:,:,:,:
CHRISTOFER ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHRISTOFF ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
CHRISTOFOROS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
CHRISTON ,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:
CHRISTOPH ,:,:,:,4,:,:,:,:,3,:,:,:,:,:,3,:,3,3,:,:
CHRISTOPHE ,:,4,:,3,:,:,4,:,3,:,3,:,:,:,:,9,3,3,4,:
CHRISTOPHER ,454,419,455,563,582,633,651,725,814,824,908,966,1057,1110,1375,1611,1937,2499,2939,3483
CHRISTOPHER-JAMES ,3,3,4,7,4,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:
CHRISTOPHER-JAY ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHRISTOPHER-JUNIOR ,6,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHRISTOS ,13,13,15,16,14,11,10,18,17,16,11,11,5,12,12,12,11,18,7,12
CHRISTVIE ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
CHRISTY ,:,4,3,5,11,3,16,11,6,14,14,16,12,11,13,10,19,19,23,17
CHUKA ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHUKWUBUIKEM ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHUKWUDI ,:,:,:,4,6,:,6,4,:,:,:,:,:,:,:,:,:,:,:,3
CHUKWUDUBEM ,3,4,4,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
CHUKWUEBUKA ,:,7,5,5,:,3,3,6,:,5,3,:,3,:,:,:,:,:,:,:
