Name,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996
KILE ,:,:,:,:,:,:,:,:,:,4,5,6,:,:,7,6,3,4,5,5
KILIAN ,12,7,6,9,5,5,:,6,6,3,8,:,4,7,4,:,:,8,:,6
KILLIAN ,24,7,9,12,9,12,11,10,14,14,15,17,8,11,11,16,10,11,8,10
KIM ,3,:,4,3,:,4,7,4,7,9,5,10,6,9,:,5,3,9,11,11
KIMANI ,:,3,3,7,:,:,5,8,7,4,4,9,4,:,:,:,6,3,:,:
KIMARLEY ,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:
KIMARNI ,:,:,3,:,:,3,:,:,:,:,:,:,:,3,:,:,:,:,:,:
KIMBALL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
KIMI ,4,21,12,5,3,5,:,5,13,12,3,6,5,:,:,:,:,:,:,:
KIMON ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,3,:,:
KIN ,:,:,:,:,:,:,3,3,4,3,:,4,3,:,:,3,3,3,:,4
KINAN ,4,6,4,6,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KING ,20,23,17,15,16,13,16,9,6,6,8,12,8,:,4,5,5,6,5,:
KINGDAVID ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KING-DAVID ,:,:,3,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINGSLEIGH ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINGSLEY ,72,66,53,50,64,53,39,40,38,37,33,29,22,12,20,17,28,31,40,27
KINGSON ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINGSTON ,20,24,17,16,19,14,19,34,17,8,3,3,:,:,:,:,:,:,:,3
KINLEE ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KINLEY ,:,5,3,4,3,5,:,:,3,:,:,:,:,:,:,:,:,:,:,:
KINSEY ,:,:,:,:,:,:,:,4,:,:,4,:,:,:,:,:,:,:,:,:
KINSLEY ,:,3,:,:,:,:,7,:,:,3,:,:,:,:,:,:,:,3,:,:
KINZA ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIO ,:,:,:,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KION ,:,:,4,4,3,3,10,4,9,3,11,8,6,5,3,4,4,:,3,:
KIP ,5,5,7,:,3,6,4,6,4,4,3,3,3,:,3,:,:,:,:,:
KIPP ,:,:,7,:,3,:,4,:,3,5,4,3,5,4,:,:,:,:,:,:
KIPRAS ,:,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRAN ,18,18,36,33,32,36,44,43,55,47,49,49,67,82,66,77,66,54,38,42
KIRANI ,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRANJIT ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KIRAT ,4,:,4,6,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRBY ,:,:,:,5,5,4,4,3,:,:,3,:,:,:,:,:,:,:,3,7
KIREAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
KIREN ,:,:,:,:,3,3,:,:,4,:,3,:,3,4,4,4,3,5,:,:
KIRI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:
KIRIL ,5,5,6,7,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRILL ,22,9,17,19,10,7,12,:,3,:,3,3,3,:,:,:,:,:,:,:
KIRILLS ,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRILS ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRIN ,5,:,:,:,3,:,5,:,:,:,3,:,:,:,:,:,:,:,:,:
KIRIT ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRK ,15,5,9,10,12,4,9,11,13,14,9,22,34,47,44,18,13,30,39,29
KIRO ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIRON ,:,:,3,:,3,:,:,3,:,:,:,:,3,:,3,:,4,7,4,4
KIRPAL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
KIRRAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KIRTAN ,:,:,5,3,:,5,:,3,3,:,:,:,:,:,:,:,:,4,:,3
KIRTIS ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,5,:,:,4,:,3
KIRUBEL ,4,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
KIRUTHIK ,:,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KISAN ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:
KISHAAN ,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KISHAN ,14,7,13,14,24,11,21,19,21,22,24,19,29,25,23,33,39,48,43,57
KISHEN ,:,:,:,:,4,3,:,4,:,:,:,:,6,4,3,5,8,4,4,11
KISHI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
KISHON ,:,:,4,:,:,:,:,:,3,:,:,4,:,:,:,:,:,3,:,:
KISHOR ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3,:,:,:,:,:
KISHORE ,:,:,:,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:
KIT ,128,83,70,68,39,71,67,40,37,34,45,55,42,50,31,36,33,27,22,25
KITAI ,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KITO ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,3,:,:,:,:
KITSON ,3,:,:,:,3,:,3,:,:,3,:,:,:,:,:,:,:,3,:,:
KITT ,11,4,5,8,7,10,6,3,:,3,6,:,3,:,:,:,3,:,:,:
KITTO ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIVANC ,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIY ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KIYA ,:,:,:,:,:,:,:,:,:,5,:,7,:,3,7,3,3,:,3,:
KIYAAN ,11,12,17,11,9,:,3,5,:,:,:,:,:,:,:,:,:,:,:,:
KIYAN ,34,38,35,33,26,22,20,24,37,47,10,12,8,5,5,6,5,5,:,:
KIYANI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
KIYANSH ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KIYON ,:,4,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
K-JAY ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KLAIDAS ,:,5,4,:,:,6,8,3,:,3,:,:,3,:,:,:,:,:,:,:
KLAIDI ,:,:,:,:,:,:,:,:,:,:,:,:,5,:,:,:,:,:,:,:
KLAJDI ,:,:,3,:,:,:,:,:,:,3,:,5,3,:,:,3,:,:,:,:
KLAUDIJUS ,:,:,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KLAUDIO ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,4,:,:,:,:
KLAUDIUSZ ,:,3,:,:,:,:,3,4,5,:,:,:,:,:,:,:,:,:,:,:
KLAUS ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
KLAVS ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KLAY ,32,37,21,5,7,6,:,:,3,:,:,6,:,:,:,:,:,:,3,4
KLAYTON ,8,12,7,7,6,5,9,8,5,:,4,6,:,:,:,:,3,4,5,:
KLEDI ,:,:,:,:,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:
KLEIN ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,6,3,:,5,4
KLEO ,:,4,:,:,:,:,:,3,:,:,:,3,3,:,:,:,:,:,:,:
KLEON ,:,:,:,:,:,:,3,:,:,:,:,:,3,:,:,:,:,:,:,:
KLESTI ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KLEVIS ,3,:,9,5,3,:,6,:,6,3,3,:,4,6,4,4,:,:,:,:
KLINE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4
KLODIAN ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KLYNE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KNIGHT ,3,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KNOX ,14,9,10,4,4,:,7,:,:,:,:,:,:,:,:,:,:,:,:,:
KOA ,10,22,7,8,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KOAH ,:,9,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOAN ,:,4,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KOBAN ,7,5,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBBY ,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,:
KOBE ,76,90,81,83,81,65,55,58,38,46,50,47,38,30,28,13,21,40,9,:
KOBEE ,3,4,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBEN ,:,5,9,4,3,3,5,5,:,:,:,3,3,4,:,:,:,:,:,:
KOBEY ,14,12,8,9,5,15,8,4,6,6,:,7,4,4,:,:,:,:,:,:
KOBEY-JAMES ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBI ,100,107,84,79,96,78,52,90,53,37,38,26,17,17,18,8,6,7,6,4
KOBIE ,41,39,44,34,27,28,18,25,25,12,17,8,9,13,6,:,5,6,3,:
KOBIE-LEE ,:,:,:,6,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBI-JAMES ,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBI-JAY ,:,3,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBINA ,:,:,:,:,:,3,3,:,3,:,:,:,:,:,:,:,:,:,:,:
KOBURN ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KOBY ,90,68,63,63,67,52,37,51,41,34,30,44,27,21,13,7,3,5,3,:
KOBY-LEE ,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KODA ,4,:,4,3,3,3,:,:,:,3,3,:,:,:,:,:,:,:,:,:
KODEE ,:,:,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:
KODEN ,3,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KODEY ,11,9,5,6,8,7,8,6,6,3,6,5,:,:,:,:,:,:,:,:
KODI ,34,32,24,32,33,29,24,25,22,27,32,13,13,15,6,7,3,:,:,:
KODIE ,15,19,16,15,16,18,14,19,17,10,13,5,7,:,3,4,:,:,3,3
KODY ,64,78,57,57,70,62,60,42,42,44,46,30,24,23,17,8,15,13,6,5
KODY-LEE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOEN ,13,19,14,7,7,12,6,8,8,8,5,6,:,:,:,:,:,:,:,:
KOFI ,8,20,17,15,22,18,21,24,33,34,36,40,48,34,30,29,33,46,23,15
KOHAN ,7,5,:,:,3,3,:,:,4,:,:,:,:,:,:,:,:,:,:,:
KOHEI ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,3,:,:,:,:,:
KOHEN ,23,11,10,12,10,6,7,:,:,4,:,:,:,:,:,:,:,:,:,:
KOHKI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KOHL ,:,3,4,:,4,3,3,3,:,:,:,:,:,:,:,:,:,:,:,:
KOJI ,3,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KOJO ,6,4,3,:,3,4,:,5,7,6,7,:,:,:,4,7,6,5,:,6
KOKI ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KOLADE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,3
KOLAWOLE ,:,:,:,:,3,:,:,:,:,4,3,3,:,:,:,:,5,:,3,:
KOLBE ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOLBI ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOLBIE ,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KOLBY ,14,11,16,7,5,:,7,:,:,:,3,:,:,:,:,:,:,:,:,:
KOLE ,15,27,20,16,21,17,9,7,16,9,9,7,7,4,5,5,4,3,4,:
KOLI ,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOLOS ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOLTON ,:,3,4,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KONA ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3
KONAIN ,:,:,3,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:
KONAN ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KONDRAD ,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KONNA ,:,:,:,:,:,:,:,3,:,:,:,5,5,3,5,:,3,10,4,5
KONNAH ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KONNAR ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
KONNER ,:,:,:,6,6,6,6,4,5,5,3,:,5,4,4,8,4,4,4,5
KONNOR ,5,6,4,14,15,14,12,9,8,:,9,15,11,7,15,19,15,13,12,19
KONOR ,:,:,3,4,3,:,4,:,:,3,:,5,:,:,:,:,:,4,3,:
KONRAD ,22,29,31,39,42,45,61,46,37,33,17,14,11,8,6,9,7,10,16,8
KONSTANTIN ,5,3,12,9,6,11,6,4,9,3,:,:,:,:,3,:,:,3,3,:
KONSTANTINE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:
KONSTANTINOS ,10,12,8,11,10,4,4,4,4,5,5,3,5,3,:,:,:,:,3,3
KONSTANTY ,4,3,4,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOOPER ,:,3,:,6,:,:,3,:,4,:,:,:,:,:,:,:,:,:,:,:
KORAY ,12,6,12,15,9,10,12,9,10,7,6,5,8,10,6,6,7,8,11,5
KORBAN ,4,8,7,:,5,6,4,4,7,4,5,7,7,18,4,:,:,:,:,:
KORBEN ,14,21,18,16,8,18,17,9,33,21,33,27,36,135,22,13,15,6,4,:
KORBIN ,7,:,6,3,6,8,4,3,4,:,:,4,:,5,:,:,:,:,:,:
KORBON ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
KORBY ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KORBYN ,3,:,5,4,5,3,7,7,5,:,4,6,:,6,:,:,:,:,:,:
KORDEL ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KORDELL ,6,5,6,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KORDIAN ,4,:,7,4,6,4,5,4,:,:,:,:,:,:,:,:,:,:,:,:
KOREDE ,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:
KOREN ,:,3,:,:,:,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:
KOREY ,22,18,39,36,40,36,31,43,32,51,32,18,12,17,12,10,19,18,17,12
KORI ,6,8,11,7,12,11,12,15,10,15,22,12,11,6,7,4,7,9,7,6
KORIE ,:,:,:,3,5,4,:,4,3,3,4,7,:,:,:,:,3,6,:,:
KORNEL ,20,19,23,18,15,19,18,9,10,3,:,:,:,:,:,:,:,:,:,:
KORNELIJUS ,:,:,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KORNELIUSZ ,:,3,4,5,3,:,3,3,:,:,:,:,:,:,:,:,:,:,:,:
KORRI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KORRIE ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KORY ,9,12,11,7,13,6,11,16,16,15,27,11,14,11,6,11,10,10,13,8
KOSHAN ,:,:,:,:,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOSISOCHUKWU ,5,:,5,:,3,7,3,4,:,7,:,:,:,:,:,:,:,:,:,:
KOSMA ,:,:,4,:,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:
KOSTAS ,:,:,:,:,5,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:
KOTA ,4,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOUROSH ,:,4,6,8,5,5,3,:,:,3,:,:,6,3,4,4,:,4,3,:
KOURTNEY ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
KOUSHIK ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KOVAN ,3,5,:,:,3,:,:,:,:,:,3,3,:,:,:,:,:,:,:,:
KRAIG ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,4,6,6,3
KRASIMIR ,3,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRAY ,4,4,4,:,:,6,5,3,5,6,6,5,6,4,7,12,3,5,:,:
KRIS ,3,5,7,11,5,9,16,20,10,10,13,3,10,13,6,16,8,15,20,20
KRISH ,83,85,76,87,95,108,91,90,130,117,45,23,34,18,3,:,:,:,3,3
KRISHAN ,17,18,21,34,25,37,37,27,39,38,29,22,33,31,23,22,36,35,30,36
KRISHANG ,3,:,3,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISHANTH ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISHAV ,6,4,3,4,:,4,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KRISHAY ,3,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISHEN ,:,:,3,:,3,:,:,:,:,:,:,4,3,:,3,5,:,:,:,3
KRISHI ,:,:,:,:,:,:,:,:,:,:,:,:,3,4,:,:,:,:,:,:
KRISHIV ,8,10,5,7,7,3,4,3,3,3,:,:,:,:,:,:,:,:,:,:
KRISHNA ,18,18,21,17,17,15,22,19,22,19,28,16,11,6,9,11,11,4,6,11
KRISHNAN ,:,3,4,:,:,4,:,:,4,:,8,:,5,6,3,3,4,:,:,:
KRISS ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,3,3,:,3,:,3
KRISTAN ,:,:,:,:,5,4,3,10,6,6,4,8,8,4,:,3,3,5,8,3
KRISTAPS ,3,7,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISTEN ,:,:,:,:,:,5,3,5,5,6,12,8,8,6,11,8,12,8,12,12
KRISTERS ,7,4,6,13,7,6,6,5,:,:,:,:,:,:,:,:,:,:,:,:
KRISTI ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
KRISTIAAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:,:,:,:,:,:
KRISTIAN ,76,73,61,91,66,81,106,130,141,125,124,135,109,108,118,105,127,163,199,202
KRISTIANS ,13,10,11,5,10,10,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISTIEN ,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,5,5,:
KRISTIN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,3,3,:
KRISTIYAN ,3,4,4,3,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISTJAN ,:,:,:,:,:,:,:,:,:,:,:,:,4,:,4,:,:,:,:,:
KRISTOF ,13,7,8,5,4,4,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISTOFER ,7,6,:,5,4,8,5,4,4,:,4,4,6,4,6,8,8,6,11,23
KRISTOFERS ,5,5,6,6,6,:,:,4,3,:,:,:,:,:,:,:,:,:,:,:
KRISTOFF ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRISTOFFER ,5,:,:,:,:,:,3,:,3,:,4,:,4,:,4,3,:,6,5,4
KRISTON ,:,:,:,:,:,:,:,4,:,:,:,:,:,:,:,:,:,3,:,:
KRISTOPHER ,9,14,18,14,13,19,13,17,14,15,18,15,18,18,16,17,27,31,62,66
KRISTOS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4,:
KRISTUPAS ,14,11,13,13,12,12,12,9,6,3,3,:,:,:,:,:,:,:,:,:
KRISZTIAN ,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRIT ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRITHIK ,:,:,8,4,5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRON ,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRRISH ,:,3,6,4,5,4,3,6,16,20,:,:,:,:,:,:,:,:,:,:
KRUM ,3,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRUZ ,9,5,4,7,7,8,:,:,3,:,:,:,:,:,:,:,:,:,:,:
KRUZE ,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRYSPIN ,:,:,:,5,:,:,7,11,:,:,:,:,:,:,:,:,:,:,:,:
KRYSTIAN ,25,33,51,53,45,62,74,56,44,26,14,3,4,5,4,:,:,3,:,:
KRYSTOF ,3,:,3,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KRZYSZTOF ,27,38,27,25,27,43,37,37,15,13,3,:,:,3,:,:,3,:,:,:
KSAWERY ,25,18,19,37,26,29,13,3,5,:,:,:,:,:,:,:,:,:,:,:
KSAWIER ,7,6,5,6,11,13,8,6,:,:,:,:,:,:,:,:,:,:,:,:
KUBA ,46,30,32,42,37,39,35,43,21,20,9,3,:,:,:,:,:,3,:,:
KUBILAY ,:,:,:,:,:,:,:,3,:,:,:,:,:,3,3,:,3,5,3,:
KUDAKWASHE ,:,5,:,:,3,:,4,6,3,3,7,5,:,3,:,3,:,:,3,:
KUDUS ,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KUDZAI ,:,:,:,:,:,5,5,5,:,:,:,:,:,:,:,:,:,:,:,:
KULDIP ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:
KULJEET ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KULJIT ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:
KULRAJ ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,3,3
KULVEER ,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KUMAIL ,3,:,:,:,5,6,4,3,:,3,:,:,:,:,:,:,:,:,3,3
KUMAR ,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,3,:,3
KUMARAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:
KUMAYL ,5,6,:,3,4,:,:,:,4,3,:,:,:,:,:,:,:,:,:,:
KUN ,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:
KUNAAL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KUNAL ,:,4,:,3,3,:,7,3,5,4,4,4,:,6,9,6,8,7,16,22
KUNASHE ,4,:,:,3,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KUNDAI ,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:,:
KUNJ ,4,:,:,:,4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KUNWAR ,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KUPAKWASHE ,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KURAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,5,3,3,:,3,4,5
KURRAN ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,7,:,4,6
KURT ,20,21,26,20,15,20,21,44,31,42,32,61,68,93,70,74,96,113,126,128
KURTIS ,29,26,26,30,40,32,46,57,50,52,71,71,76,82,100,106,140,134,174,214
KURTISS ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:
KURUN ,:,:,:,:,:,:,:,3,:,4,:,:,:,:,:,:,:,:,:,:
KUSH ,34,23,19,29,19,19,25,12,18,18,15,21,17,19,9,19,10,13,4,9
KUSHAGRA ,3,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KUSHAL ,3,4,6,8,10,6,7,4,5,11,7,10,9,7,9,10,7,13,10,10
KUZEY ,17,12,17,25,11,7,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KUZIVA ,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KWABENA ,7,7,6,7,7,7,7,11,10,10,13,4,9,13,6,5,7,10,6,14
KWADWO ,:,6,4,:,5,6,10,3,3,4,5,7,:,4,4,:,:,3,4,:
KWAJO ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:,:,:,:,:
KWAKU ,5,11,8,12,6,8,8,:,8,11,8,8,3,5,5,4,5,12,4,5
KWAME ,9,11,12,16,14,10,19,8,24,35,13,12,13,16,10,13,5,13,7,20
KWASI ,:,5,:,3,:,4,:,:,4,6,4,9,3,5,6,:,:,:,3,:
KWEKU ,:,:,3,:,:,:,:,5,:,:,6,3,3,5,:,3,:,:,3,:
KWESI ,3,:,:,4,5,3,5,:,4,7,3,4,4,6,3,5,:,6,5,3
KWOK ,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,3,:,:,:,5
KY ,:,:,:,4,7,4,5,4,7,5,4,4,:,5,9,5,3,5,6,:
KYA ,:,:,:,:,3,:,:,:,:,4,4,4,4,9,5,:,:,:,:,:
KYAAN ,6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
KYAH ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7,:,:,:,:,3
KYAL ,:,3,:,3,:,:,:,12,16,12,14,17,21,5,5,4,7,4,5,7
KYALL ,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3,:,:
KYAN ,56,66,83,94,99,84,68,88,75,87,58,56,29,10,14,13,16,9,4,7
KYANN ,:,:,:,:,3,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:
KYAS ,:,:,:,:,:,:,3,:,:,:,:,:,:,:,:,:,:,:,:,:
KYDAN ,:,:,:,:,:,5,5,3,:,:,:,:,:,:,:,:,:,:,:,:
KYDEN ,12,15,9,13,15,16,9,12,9,6,7,4,:,:,:,:,:,:,:,:
KYDON ,4,:,:,9,:,3,:,4,3,:,:,:,:,:,:,:,:,:,:,:
